dataName,friendlyName,mount,crew,sortOrder,requiredProjectName,attackMode,defenseMode,hp,baseWeaponMass_tons,cooldown_s,efficiency,shotPower_MJ,wavelength_nm,mirrorRadius_cm,beam_quality,jitter_Rad,bombardmentValue,targetingRange_km,pivotRange_deg,isPointDefenseTargetable,weightedBuildMaterials/volatiles,weightedBuildMaterials/metals,weightedBuildMaterials/nobleMetals,weightedBuildMaterials/exotics,iconResource,modelResource,effectResource,fireSoundFXResource
960cmUVPhaserCannon,960 cm UV Phaser Cannon,FourNose,8,66,Project_240cmUVPhaserCannon,true,true,1,715,10,0.3,400,270,960,1.1,1.3e-8,8,1000,45,false,0.1,0.45,0.4,0.05,shipbuildericons/ICO_960cmUVPhaserCannon,shipweapons/huge_laser_cannon,spaceCombat/Phaser Beam Violet,event:/SFX/Game_SFX/Lasers/trig_SFX_Phaser_Cannon
AlienPointDefenseLaserTurret,Alien Point Defense Laser Turret,OneHull,,67,Project_AlienMasterProject,false,true,2,21,2.4,0.35,64,810,32,1.1,5e-8,0,350,180,false,,0.9,0.1,,shipbuildericons/ICO_AlienPointDefenseLaserTurret,shipweapons/alien_point_defense_laser_battery,spaceCombat/Solid Laser Red,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Turret_Hi_Tech
Alien64cmOrangeLaserBattery,Alien 64 cm Orange Laser Battery,OneHull,,68,Project_AlienMasterProject,true,true,2,118,16,0.35,128,630,64,1.1,5e-8,0.8,700,180,false,,0.9,0.1,,shipbuildericons/ICO_Alien64cmOrangeLaserBattery,shipweapons/alien_small_laser_battery,spaceCombat/Alien Laser Beam Orange,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Turret_Low_Tech
Alien128cmOrangeLaserBattery,Alien 128 cm Orange Laser Battery,TwoHullHoriz,,69,Project_AlienMasterProject,true,true,2,160,16,0.35,192,630,128,1.1,4e-8,1.6,800,180,false,,0.9,0.1,,shipbuildericons/ICO_Alien128cmOrangeLaserBattery,shipweapons/alien_medium_laser_battery,spaceCombat/Alien Laser Beam Orange,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Turret_Low_Tech
Alien384cmOrangeLaserBattery,Alien 384 cm Orange Laser Battery,FourHull,,70,Project_AlienMasterProject,true,true,2,331,16,0.35,240,630,384,1.1,3.2e-8,3.2,900,180,false,,0.9,0.1,,shipbuildericons/ICO_Alien384cmOrangeLaserBattery,shipweapons/alien_large_laser_battery,spaceCombat/Alien Laser Beam Orange,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Turret_Low_Tech
Alien256cmOrangeLaserCannon,Alien 256 cm Orange Laser Cannon,OneNose,,71,Project_AlienMasterProject,true,true,2,246,24,0.35,192,630,256,1.1,2.6e-8,2.4,800,45,false,,0.9,0.1,,shipbuildericons/ICO_Alien256cmOrangeLaserCannon,shipweapons/alien_small_laser_cannon,spaceCombat/Alien Laser Beam Orange,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Low_Tech
Alien512cmOrangeLaserCannon,Alien 512 cm Orange Laser Cannon,TwoNoseVert,,72,Project_AlienMasterProject,true,true,2,416,24,0.35,256,630,512,1.1,2e-8,4,900,45,false,,0.9,0.1,,shipbuildericons/ICO_Alien512cmOrangeLaserCannon,shipweapons/alien_medium_laser_cannon,spaceCombat/Alien Laser Beam Orange,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Low_Tech
Alien768cmOrangeLaserCannon,Alien 768 cm Orange Laser Cannon,ThreeNoseAngle,,73,Project_AlienMasterProject,true,true,2,587,24,0.35,384,630,768,1.1,1.6e-8,5.6,1000,45,false,,0.9,0.1,,shipbuildericons/ICO_Alien768cmOrangeLaserCannon,shipweapons/alien_large_laser_cannon,spaceCombat/Alien Laser Beam Orange,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Low_Tech
Alien1024cmOrangeLaserCannon,Alien 1024 cm Orange Laser Cannon,FourNose,,74,Project_AlienMasterProject,true,true,2,758,24,0.35,448,630,1024,1.1,1.3e-8,8,1000,45,false,,0.9,0.1,,shipbuildericons/ICO_Alien1024cmOrangeLaserCannon,shipweapons/alien_huge_laser_cannon,spaceCombat/Alien Laser Beam Orange,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Low_Tech
Alien64cmVioletLaserBattery,Alien 64 cm Violet Laser Battery,OneHull,,75,Project_AlienMasterProject,true,true,2,118,12,0.5,128,450,64,1.1,5e-8,0.8,700,180,false,,0.79,0.2,0.01,shipbuildericons/ICO_Alien64cmVioletLaserBattery,shipweapons/alien_small_laser_battery,spaceCombat/Alien Laser Beam Blue,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Turret_Hi_Tech
Alien128cmVioletLaserBattery,Alien 128 cm Violet Laser Battery,TwoHullHoriz,,76,Project_AlienMasterProject,true,true,2,160,12,0.5,192,450,128,1.1,4e-8,1.6,800,180,false,,0.78,0.2,0.01,shipbuildericons/ICO_Alien128cmVioletLaserBattery,shipweapons/alien_medium_laser_battery,spaceCombat/Alien Laser Beam Blue,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Turret_Hi_Tech
Alien384cmVioletLaserBattery,Alien 384 cm Violet Laser Battery,FourHull,,77,Project_AlienMasterProject,true,true,2,331,12,0.5,240,450,384,1.1,3.2e-8,3.2,900,180,false,,0.76,0.2,0.01,shipbuildericons/ICO_Alien384cmVioletLaserBattery,shipweapons/alien_large_laser_battery,spaceCombat/Alien Laser Beam Blue,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Turret_Hi_Tech
Alien256cmVioletLaserCannon,Alien 256 cm Violet Laser Cannon,OneNose,,78,Project_AlienMasterProject,true,true,2,246,18,0.5,192,450,256,1.1,2.6e-8,2.4,800,45,false,,0.79,0.2,0.01,shipbuildericons/ICO_Alien256cmVioletLaserCannon,shipweapons/alien_small_laser_cannon,spaceCombat/Alien Laser Beam Blue,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
Alien512cmVioletLaserCannon,Alien 512 cm Violet Laser Cannon,TwoNoseVert,,79,Project_AlienMasterProject,true,true,2,416,18,0.5,256,450,512,1.1,2e-8,4,900,45,false,,0.78,0.2,0.01,shipbuildericons/ICO_Alien512cmVioletLaserCannon,shipweapons/alien_medium_laser_cannon,spaceCombat/Alien Laser Beam Blue,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
Alien768cmVioletLaserCannon,Alien 768 cm Violet Laser Cannon,ThreeNoseAngle,,80,Project_AlienMasterProject,true,true,2,587,18,0.5,384,450,768,1.1,1.6e-8,5.6,1000,45,false,,0.76,0.2,0.01,shipbuildericons/ICO_Alien768cmVioletLaserCannon,shipweapons/alien_large_laser_cannon,spaceCombat/Alien Laser Beam Blue,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
Alien1024cmVioletLaserCannon,Alien 1024 cm Violet Laser Cannon,FourNose,,81,Project_AlienMasterProject,true,true,2,758,18,0.5,448,450,1024,1.1,1.3e-8,8,1000,45,false,,0.72,0.2,0.01,shipbuildericons/ICO_Alien1024cmVioletLaserCannon,shipweapons/alien_huge_laser_cannon,spaceCombat/Alien Laser Beam Blue,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
Alien384cmXaserBattery,Alien 384 cm Xaser Battery,FourHull,,82,Project_AlienAdvancedMasterProject,true,true,2,440,24,0.4,240,10,384,1.05,3.2e-8,4.5,900,180,false,,0.65,0.3,0.05,shipbuildericons/ICO_Alien384cmXaserBattery,shipweapons/alien_large_laser_battery,spaceCombat/Alien Laser XRay,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
Alien256cmXaserCannon,Alien 256 cm Xaser Cannon,OneNose,,83,Project_AlienAdvancedMasterProject,true,true,2,333,24,0.4,192,10,256,1.05,2.6e-8,4,900,45,false,,0.65,0.3,0.05,shipbuildericons/ICO_Alien256cmXaserCannon,shipweapons/alien_small_laser_cannon,spaceCombat/Alien Laser XRay,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
Alien512cmXaserCannon,Alien 512 cm Xaser Cannon,TwoNoseVert,,84,Project_AlienAdvancedMasterProject,true,true,2,547,24,0.4,256,10,512,1.05,2e-8,5,1000,45,false,,0.65,0.3,0.05,shipbuildericons/ICO_Alien512cmXaserCannon,shipweapons/alien_medium_laser_cannon,spaceCombat/Alien Laser XRay,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
Alien768cmXaserCannon,Alien 768 cm Xaser Cannon,ThreeNoseAngle,,85,Project_AlienAdvancedMasterProject,true,false,2,760,24,0.4,384,10,768,1.05,1.6e-8,6,1000,45,false,,0.65,0.3,0.05,shipbuildericons/ICO_Alien768cmXaserCannon,shipweapons/alien_large_laser_cannon,spaceCombat/Alien Laser XRay,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
Alien1024cmXaserCannon,Alien 1024 cm Xaser Cannon,FourNose,,86,Project_AlienAdvancedMasterProject,true,false,2,973,24,0.4,448,10,1024,1.05,1.3e-8,8,1000,45,false,,0.65,0.3,0.05,shipbuildericons/ICO_Alien1024cmXaserCannon,shipweapons/alien_huge_laser_cannon,spaceCombat/Alien Laser XRay,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
Alien768cmGraserCannon,Alien 768 cm Graser Cannon,ThreeNoseAngle,,87,Project_AlienAdvancedMasterProject,true,false,2,1400,36,0.3,384,0.1,768,1.05,1.3e-8,8,1000,45,false,,0.5,0.4,0.05,shipbuildericons/ICO_Alien768cmGraserCannon,shipweapons/alien_large_laser_cannon,spaceCombat/Alien Laser Gamma Ray,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
Alien1024cmGraserCannon,Alien 1024 cm Graser Cannon,FourNose,,88,Project_AlienAdvancedMasterProject,true,false,2,1827,36,0.3,448,0.1,1024,1.05,1e-8,12,1000,45,false,,0.5,0.4,0.05,shipbuildericons/ICO_Alien1024cmGraserCannon,shipweapons/alien_huge_laser_cannon,spaceCombat/Alien Laser Gamma Ray,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
RegionDefenseIRLaser,Region Defense IR Laser,RegionDefense,,,,true,true,,,30,,1000,810,3600,1.2,2.4e-8,1.1,2000,180,false,,,,,,,spaceCombat/Standard Laser Beam Red,event:/SFX/Game_SFX/Lasers/trig_SFX_Basic_Laser_Cannon
RegionDefenseGreenLaser,Region Defense Green Laser,RegionDefense,,,,true,true,,,30,,1000,540,3600,1.2,2.4e-8,1.2,2000,180,false,,,,,,,spaceCombat/Standard Laser Beam Green,event:/SFX/Game_SFX/Lasers/trig_SFX_Basic_Laser_Cannon
RegionDefenseIRArcLaser,Region Defense IR Arc Laser,RegionDefense,,,,true,true,,,30,,1000,810,3600,1.15,2e-8,2.1,2000,180,false,,,,,,,spaceCombat/Arc Laser Beam Red,event:/SFX/Game_SFX/Lasers/trig_SFX_Arc_Laser_Cannon
RegionDefenseGreenArcLaser,Region Defense Green Arc Laser,RegionDefense,,,,true,true,,,30,,1000,540,3600,1.15,2e-8,2.2,2000,180,false,,,,,,,spaceCombat/Arc Laser Beam Green,event:/SFX/Game_SFX/Lasers/trig_SFX_Arc_Laser_Cannon
RegionDefenseIRPhaser,Region Defense IR Phaser,RegionDefense,,,,true,true,,,30,,1000,810,3600,1.1,1.3e-8,3.1,2000,180,false,,,,,,,spaceCombat/Phaser Beam Red,event:/SFX/Game_SFX/Lasers/trig_SFX_Phaser_Cannon
RegionDefenseGreenPhaser,Region Defense Green Phaser,RegionDefense,,,,true,true,,,30,,1000,540,3600,1.1,1.3e-8,3.2,2000,180,false,,,,,,,spaceCombat/Phaser Beam Green,event:/SFX/Game_SFX/Lasers/trig_SFX_Phaser_Cannon
T1BaseIRLaser,T1 Base IR Laser,T1BaseDefense,,,,true,true,,,900,,500,810,960,1.2,2.9e-8,1.1,2000,180,false,,,,,,,spaceCombat/Standard Laser Beam Red,event:/SFX/Game_SFX/Lasers/trig_SFX_Basic_Laser_Cannon
T1BaseGreenLaser,T1 Base Green Laser,T1BaseDefense,,,,true,true,,,900,,500,540,960,1.2,2.9e-8,1.2,2000,180,false,,,,,,,spaceCombat/Standard Laser Beam Green,event:/SFX/Game_SFX/Lasers/trig_SFX_Basic_Laser_Cannon
T1BaseUVLaser,T1 Base UV Laser,T1BaseDefense,,,,true,true,,,900,,500,270,960,1.2,2.9e-8,1.3,2000,180,false,,,,,,,spaceCombat/Standard Laser Beam Violet,event:/SFX/Game_SFX/Lasers/trig_SFX_Basic_Laser_Cannon
T1BaseIRArcLaser,T1 Base IR Arc Laser,T1BaseDefense,,,,true,true,,,900,,500,810,960,1.15,2.5e-8,2.1,2000,180,false,,,,,,,spaceCombat/Arc Laser Beam Red,event:/SFX/Game_SFX/Lasers/trig_SFX_Arc_Laser_Cannon
T1BaseGreenArcLaser,T1 Base Green Arc Laser,T1BaseDefense,,,,true,true,,,900,,500,540,960,1.15,2.5e-8,2.2,2000,180,false,,,,,,,spaceCombat/Arc Laser Beam Green,event:/SFX/Game_SFX/Lasers/trig_SFX_Arc_Laser_Cannon
T1BaseUVArcLaser,T1 Base UV Arc Laser,T1BaseDefense,,,,true,true,,,900,,500,270,960,1.15,2.5e-8,2.3,2000,180,false,,,,,,,spaceCombat/Arc Laser Beam Violet,event:/SFX/Game_SFX/Lasers/trig_SFX_Arc_Laser_Cannon
T1BaseIRPhaser,T1 Base IR Phaser,T1BaseDefense,,,,true,true,,,900,,500,810,960,1.1,1.6e-8,3.1,2000,180,false,,,,,,,spaceCombat/Phaser Beam Red,event:/SFX/Game_SFX/Lasers/trig_SFX_Phaser_Cannon
T1BaseGreenPhaser,T1 Base Green Phaser,T1BaseDefense,,,,true,true,,,900,,500,540,960,1.1,1.6e-8,3.2,2000,180,false,,,,,,,spaceCombat/Phaser Beam Green,event:/SFX/Game_SFX/Lasers/trig_SFX_Phaser_Cannon
T1BaseUVPhaser,T1 Base UV Phaser,T1BaseDefense,,,,true,true,,,900,,500,270,960,1.1,1.6e-8,3.3,2000,180,false,,,,,,,spaceCombat/Phaser Beam Violet,event:/SFX/Game_SFX/Lasers/trig_SFX_Phaser_Cannon
T2BaseIRLaser,T2 Base IR Laser,T2BaseDefense,,,,true,true,,,900,,650,810,1440,1.2,2.4e-8,1.1,2000,180,false,,,,,,,spaceCombat/Standard Laser Beam Red,event:/SFX/Game_SFX/Lasers/trig_SFX_Basic_Laser_Cannon
T2BaseGreenLaser,T2 Base Green Laser,T2BaseDefense,,,,true,true,,,900,,650,540,1440,1.2,2.4e-8,1.2,2000,180,false,,,,,,,spaceCombat/Standard Laser Beam Green,event:/SFX/Game_SFX/Lasers/trig_SFX_Basic_Laser_Cannon
T2BaseUVLaser,T2 Base UV Laser,T2BaseDefense,,,,true,true,,,900,,650,270,1440,1.2,2.4e-8,1.3,2000,180,false,,,,,,,spaceCombat/Standard Laser Beam Violet,event:/SFX/Game_SFX/Lasers/trig_SFX_Basic_Laser_Cannon
T2BaseIRArcLaser,T2 Base IR Arc Laser,T2BaseDefense,,,,true,true,,,900,,650,810,1440,1.15,2e-8,2.1,2000,180,false,,,,,,,spaceCombat/Arc Laser Beam Red,event:/SFX/Game_SFX/Lasers/trig_SFX_Arc_Laser_Cannon
T2BaseGreenArcLaser,T2 Base Green Arc Laser,T2BaseDefense,,,,true,true,,,900,,650,540,1440,1.15,2e-8,2.2,2000,180,false,,,,,,,spaceCombat/Arc Laser Beam Green,event:/SFX/Game_SFX/Lasers/trig_SFX_Arc_Laser_Cannon
T2BaseUVArcLaser,T2 Base UV Arc Laser,T2BaseDefense,,,,true,true,,,900,,650,270,1440,1.15,2e-8,2.3,2000,180,false,,,,,,,spaceCombat/Arc Laser Beam Violet,event:/SFX/Game_SFX/Lasers/trig_SFX_Arc_Laser_Cannon
T2BaseIRPhaser,T2 Base IR Phaser,T2BaseDefense,,,,true,true,,,900,,650,810,1440,1.1,1.3e-8,3.1,2000,180,false,,,,,,,spaceCombat/Phaser Beam Red,event:/SFX/Game_SFX/Lasers/trig_SFX_Phaser_Cannon
T2BaseGreenPhaser,T2 Base Green Phaser,T2BaseDefense,,,,true,true,,,900,,650,540,1440,1.1,1.3e-8,3.2,2000,180,false,,,,,,,spaceCombat/Phaser Beam Green,event:/SFX/Game_SFX/Lasers/trig_SFX_Phaser_Cannon
T2BaseUVPhaser,T2 Base UV Phaser,T2BaseDefense,,,,true,true,,,900,,650,270,1440,1.1,1.3e-8,3.3,2000,180,false,,,,,,,spaceCombat/Phaser Beam Violet,event:/SFX/Game_SFX/Lasers/trig_SFX_Phaser_Cannon
T3BaseIRLaser,T3 Base IR Laser,T3BaseDefense,,,,true,true,,,900,,800,810,1920,1.2,1.9e-8,1.1,2000,180,false,,,,,,,spaceCombat/Standard Laser Beam Red,event:/SFX/Game_SFX/Lasers/trig_SFX_Basic_Laser_Cannon
T3BaseGreenLaser,T3 Base Green Laser,T3BaseDefense,,,,true,true,,,900,,800,540,1920,1.2,1.9e-8,1.2,2000,180,false,,,,,,,spaceCombat/Standard Laser Beam Green,event:/SFX/Game_SFX/Lasers/trig_SFX_Basic_Laser_Cannon
T3BaseUVLaser,T3 Base UV Laser,T3BaseDefense,,,,true,true,,,900,,800,270,1920,1.2,1.9e-8,1.3,2000,180,false,,,,,,,spaceCombat/Standard Laser Beam Violet,event:/SFX/Game_SFX/Lasers/trig_SFX_Basic_Laser_Cannon
T3BaseIRArcLaser,T3 Base IR Arc Laser,T3BaseDefense,,,,true,true,,,900,,800,810,1920,1.15,1.6e-8,2.1,2000,180,false,,,,,,,spaceCombat/Arc Laser Beam Red,event:/SFX/Game_SFX/Lasers/trig_SFX_Arc_Laser_Cannon
T3BaseGreenArcLaser,T3 Base Green Arc Laser,T3BaseDefense,,,,true,true,,,900,,800,540,1920,1.15,1.6e-8,2.2,2000,180,false,,,,,,,spaceCombat/Arc Laser Beam Green,event:/SFX/Game_SFX/Lasers/trig_SFX_Arc_Laser_Cannon
T3BaseUVArcLaser,T3 Base UV Arc Laser,T3BaseDefense,,,,true,true,,,900,,800,270,1920,1.15,1.6e-8,2.3,2000,180,false,,,,,,,spaceCombat/Arc Laser Beam Violet,event:/SFX/Game_SFX/Lasers/trig_SFX_Arc_Laser_Cannon
T3BaseIRPhaser,T3 Base IR Phaser,T3BaseDefense,,,,true,true,,,900,,800,810,1920,1.1,1e-8,3.1,2000,180,false,,,,,,,spaceCombat/Phaser Beam Red,event:/SFX/Game_SFX/Lasers/trig_SFX_Phaser_Cannon
T3BaseGreenPhaser,T3 Base Green Phaser,T3BaseDefense,,,,true,true,,,900,,800,540,1920,1.1,1e-8,3.2,2000,180,false,,,,,,,spaceCombat/Phaser Beam Green,event:/SFX/Game_SFX/Lasers/trig_SFX_Phaser_Cannon
T3BaseUVPhaser,T3 Base UV Phaser,T3BaseDefense,,,,true,true,,,900,,800,270,1920,1.1,1e-8,3.3,2000,180,false,,,,,,,spaceCombat/Phaser Beam Violet,event:/SFX/Game_SFX/Lasers/trig_SFX_Phaser_Cannon
AlienRegionDefenseLaser,Alien Region Defense Laser,RegionDefense,,,Project_AlienMasterProject,true,true,,,36,0.5,1024,450,4096,1.1,1.3e-8,9.9,2000,180,false,,,,,,,spaceCombat/Alien Laser Beam Blue,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
AlienT1BaseDefenseLaser,Alien T1 Base Defense Laser,T1BaseDefense,,,Project_AlienMasterProject,true,true,,,900,0.5,512,450,1024,1.1,1.6e-8,9.9,2000,180,false,,,,,,,spaceCombat/Alien Laser Beam Blue,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
AlienT2BaseDefenseLaser,Alien T2 Base Defense Laser,T2BaseDefense,,,Project_AlienMasterProject,true,true,,,900,0.5,684,450,2048,1.1,1.3e-8,9.9,2000,180,false,,,,,,,spaceCombat/Alien Laser Beam Blue,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
AlienT3BaseDefenseLaser,Alien T3 Base Defense Laser,T3BaseDefense,,,Project_AlienMasterProject,true,true,,,36,0.5,768,450,3072,1.1,1e-8,9.9,2000,180,false,,,,,,,spaceCombat/Alien Laser Beam Blue,event:/SFX/Game_SFX/Lasers/trig_SFX_Alien_Laser_Cannon_Hi_Tech
