country_id,country,iso_codes,population_scope_codes,scenario_year,scenario_gdp_scaling,vanilla_population,proposed_population,population_scale,population_delta_percent,population_manual_review,population_geography_note,vanilla_json_initial_gdp,vanilla_effective_gdp,vanilla_gdp_per_capita,nominal_gdp_per_capita_after_scenario_scaling,ppp_gdp_per_capita_after_scenario_scaling,lower_bound_gdp_per_capita,upper_bound_gdp_per_capita,proposed_gdp_per_capita,decision,proposed_effective_gdp_after_scenario_scaling,proposed_json_initial_gdp,population_method,nominal_method,ppp_method,review_flag,un_wpp_source_url,imf_source_url,world_bank_source_url
RTK,Comoros,COM,COM,2026,0.87,899010,899010,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,3216400000,2798268000,3113,1755,3799,1755,3799,3113,kept_vanilla,2798268000,3216400000,COM: UN WPP 2024 Medium exact 2026,COM: IMF exact 2026,COM: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
COD,Congo,COD,COD,2003,1.59,55343867,55343867,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,17094736842,27180631579,491,259,794,259,794,491,kept_vanilla,27180631579,17094736842,COD: UN WPP 2024 Medium exact 2003,COD: IMF exact 2003,COD: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
COD,Congo,COD,COD,2022,1,96149852,102396968,1.0649727053142006,6.497270531420063,yes — reviewed,"Single-country game territory and UN country/area boundary align. The difference is an updated historical estimate/projection vintage, not a geographic-scope mismatch; accept the UN WPP value for a consistent source vintage.",112097920000,112097920000,1166,688,1590,688,1590,1166,kept_vanilla,119381225122,119381225122,COD: UN WPP 2024 Medium exact 2022,COD: IMF exact 2022,COD: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
COD,Congo,COD,COD,2026,0.87,116452162,116452162,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,176668800000,153701856000,1320,922,1763,922,1763,1320,kept_vanilla,153701856000,176668800000,COD: UN WPP 2024 Medium exact 2026,COD: IMF exact 2026,COD: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
COS,Costa Rica,CRI,CRI,2003,1.59,4138784,4138784,0.9999999999999999,-1.1102230246251565e-14,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,25149707602,39988035087,9662,6637,16522,6637,16522,9662,kept_vanilla,39988035087,25149707602,CRI: UN WPP 2024 Medium exact 2003,CRI: IMF exact 2003,CRI: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
COS,Costa Rica,CRI,CRI,2022,1,5195682,5081765,0.9780746781654458,-2.19253218345542,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,112757920000,112757920000,21702,13970,27415,13970,27415,21702,kept_vanilla,110285666315,110285666315,CRI: UN WPP 2024 Medium exact 2022,CRI: IMF exact 2022,CRI: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
COS,Costa Rica,CRI,CRI,2026,0.87,5174789,5174789,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,148749920000,129412430400,25008,18482,31099,18482,31099,25008,kept_vanilla,129412430400,148749920000,CRI: UN WPP 2024 Medium exact 2026,CRI: IMF exact 2026,CRI: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
CRS,Croatia,HRV,HRV,2003,1.59,4306686,4306686,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,42554970760,67662403508,15711,13011,26869,13011,26869,15711,kept_vanilla,67662403508,42554970760,HRV: UN WPP 2024 Medium exact 2003,HRV: IMF exact 2003,HRV: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
CRS,Croatia,HRV,HRV,2022,1,4052597,3907027,0.9640798233823891,-3.5920176617610933,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,127628160000,127628160000,31493,18238,42120,18238,42120,31493,kept_vanilla,123043733951,123043733951,HRV: UN WPP 2024 Medium exact 2022,HRV: IMF exact 2022,HRV: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
CRS,Croatia,HRV,HRV,2026,0.87,3822345,3822345,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,174475840000,151793980800,39712,26533,48029,26533,48029,39712,kept_vanilla,151793980800,174475840000,HRV: UN WPP 2024 Medium exact 2026,HRV: IMF exact 2026,HRV: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
CUB,Cuba,CUB,CUB,2003,1.59,11209383,11209383,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,32130000000,51086700000,4557,5092,13122,5092,13122,5092,clamped_to_nominal,57082908000,35901200000,CUB: UN WPP 2024 Medium exact 2003,CUB: World Bank exact 2003,CUB: PPP inferred from filled nominal GDP using Latin America & Caribbean ; Upper middle income median PPP/nominal ratio 2.577 (17 peers),inferred+secondary_source,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
CUB,Cuba,CUB,CUB,2022,1,11302134,11059820,0.978560332057645,-2.1439667942354967,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,139016249504,139016249504,12300,11964,25620,11964,25620,12300,kept_vanilla,136035787276,136035787276,CUB: UN WPP 2024 Medium exact 2022,"CUB: peer-growth inference from World Bank 2020; Latin America & Caribbean ; Upper middle income median 5.46%/yr (17 peers, capped at ±8%)",CUB: PPP inferred from filled nominal GDP using Latin America & Caribbean ; Upper middle income median PPP/nominal ratio 2.141 (17 peers),inferred,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
CUB,Cuba,CUB,CUB,2026,0.87,10892659,10892659,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,85331845201,74238705325,6815,13617,31626,13617,31626,13617,clamped_to_nominal,148325194318,170488729101,CUB: UN WPP 2024 Medium exact 2026,"CUB: peer-growth inference from World Bank 2020; Latin America & Caribbean ; Upper middle income median 4.39%/yr (14 peers, capped at ±8%)",CUB: PPP inferred from filled nominal GDP using Latin America & Caribbean ; Upper middle income median PPP/nominal ratio 2.323 (14 peers),inferred,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
CZE,Czechia,CZE,CZE,2003,1.59,10248912,10248912,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,127736257310,203100649123,19817,15587,33887,15587,33887,19817,kept_vanilla,203100649123,127736257310,CZE: UN WPP 2024 Medium exact 2003,CZE: IMF exact 2003,CZE: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
CZE,Czechia,CZE,CZE,2022,1,10740409,10673213,0.9937436274540383,-0.6256372545961675,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,448758640000,448758640000,41782,28279,54212,28279,54212,41782,kept_vanilla,445951038765,445951038765,CZE: UN WPP 2024 Medium exact 2022,CZE: IMF exact 2022,CZE: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
CZE,Czechia,CZE,CZE,2026,0.87,10527781,10527781,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,569643360000,495589723200,47074,35749,57089,35749,57089,47074,kept_vanilla,495589723200,569643360000,CZE: UN WPP 2024 Medium exact 2026,CZE: IMF exact 2026,CZE: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
DEN,Denmark,DNK,DNK+GRL+FRO,2003,1.59,5494804,5494804,1,0,no,Added Greenland and the Faroe Islands because the game assigns a separate Greenland region to Denmark; this reproduces the 2003 and 2026 vanilla totals almost exactly.,119951461988,190722824561,34710,64089,60313,60313,64089,60313,clamped_to_ppp,331410376207,208434198872,DNK: UN WPP 2024 Medium exact 2003; GRL: UN WPP 2024 Medium exact 2003; FRO: UN WPP 2024 Medium exact 2003,DNK: IMF exact 2003; GRL: World Bank exact 2003; FRO: World Bank exact 2003,"DNK: IMF exact 2003; GRL: World Bank exact 2003; FRO: peer-growth inference from World Bank 2008; Europe & Central Asia; High income median 3.02%/yr (35 peers, capped at ±8%)",inferred+secondary_source,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
DEN,Denmark,DNK,DNK+GRL+FRO,2022,1,5947882,6012905,1.0109321267637792,1.0932126763779193,no,Added Greenland and the Faroe Islands because the game assigns a separate Greenland region to Denmark; this reproduces the 2003 and 2026 vanilla totals almost exactly.,357289680000,357289680000,60070,67668,74693,67668,74693,67668,clamped_to_nominal,406882222572,406882222572,DNK: UN WPP 2024 Medium exact 2022; GRL: UN WPP 2024 Medium exact 2022; FRO: UN WPP 2024 Medium exact 2022,DNK: IMF exact 2022; GRL: World Bank exact 2022; FRO: World Bank exact 2022,DNK: IMF exact 2022; GRL: World Bank exact 2022; FRO: World Bank exact 2022,secondary_source,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
DEN,Denmark,DNK,DNK+GRL+FRO,2026,0.87,6135676,6135675,0.9999998370187735,-0.000016298122651470237,no,Added Greenland and the Faroe Islands because the game assigns a separate Greenland region to Denmark; this reproduces the 2003 and 2026 vanilla totals almost exactly.,469701760000,408640531200,66601,72726,78174,72726,78174,72726,clamped_to_nominal,446225234357,512902568226,DNK: UN WPP 2024 Medium exact 2026; GRL: UN WPP 2024 Medium exact 2026; FRO: UN WPP 2024 Medium exact 2026,"DNK: IMF exact 2026; GRL: peer-growth inference from World Bank 2023; Europe & Central Asia; High income median 5.30%/yr (34 peers, capped at ±8%); FRO: peer-growth inference from World Bank 2024; Europe & Central Asia; High income median 6.29%/yr (34 peers, capped at ±8%)","DNK: IMF exact 2026; GRL: peer-growth inference from World Bank 2023; Europe & Central Asia; High income median 1.41%/yr (34 peers, capped at ±8%); FRO: peer-growth inference from World Bank 2024; Europe & Central Asia; High income median 1.18%/yr (34 peers, capped at ±8%)",inferred,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
DJI,Djibouti,DJI,DJI,2003,1.59,813519,813519,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,1108187135,1762017545,2166,1723,3703,1723,3703,2166,kept_vanilla,1762017545,1108187135,DJI: UN WPP 2024 Medium exact 2003,DJI: IMF exact 2003,DJI: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
DJI,Djibouti,DJI,DJI,2022,1,1020434,1137096,1.1143258652690913,11.432586526909127,yes — reviewed,"Single-country game territory and UN country/area boundary align. The difference is an updated historical estimate/projection vintage, not a geographic-scope mismatch; accept the UN WPP value for a consistent source vintage.",5961120000,5961120000,5842,3133,6620,3133,6620,5842,kept_vanilla,6642630202,6642630202,DJI: UN WPP 2024 Medium exact 2022,DJI: IMF exact 2022,DJI: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
DJI,Djibouti,DJI,DJI,2026,0.87,1199460,1199459,0.9999991662914979,-0.000083370850212372,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,8748960000,7611595200,6346,3427,7881,3427,7881,6346,kept_vanilla,7611588854,8748952706,DJI: UN WPP 2024 Medium exact 2026,DJI: IMF exact 2026,DJI: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
DOM,Dominican Republic,DOM,DOM,2003,1.59,8980620,8980620,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,38814619883,61715245614,6872,3810,11635,3810,11635,6872,kept_vanilla,61715245614,38814619883,DOM: UN WPP 2024 Medium exact 2003,DOM: IMF exact 2003,DOM: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
DOM,Dominican Republic,DOM,DOM,2022,1,11088230,11230734,1.0128518257647974,1.2851825764797375,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,224392960000,224392960000,20237,10134,24622,10134,24622,20237,kept_vanilla,227276819225,227276819225,DOM: UN WPP 2024 Medium exact 2022,DOM: IMF exact 2022,DOM: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
DOM,Dominican Republic,DOM,DOM,2026,0.87,11609500,11609500,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,295752160000,257304379200,22163,10203,26464,10203,26464,22163,kept_vanilla,257304379200,295752160000,DOM: UN WPP 2024 Medium exact 2026,DOM: IMF exact 2026,DOM: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
ECU,Ecuador,ECU,ECU,2003,1.59,13372306,13372306,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,49099415205,78068070176,5838,3682,9983,3682,9983,5838,kept_vanilla,78068070176,49099415205,ECU: UN WPP 2024 Medium exact 2003,ECU: IMF exact 2003,ECU: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
ECU,Ecuador,ECU,ECU,2022,1,18181827,17823897,0.9803138595477782,-1.9686140452221834,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,200662000000,200662000000,11036,6516,15196,6516,15196,11036,kept_vanilla,196711739685,196711739685,ECU: UN WPP 2024 Medium exact 2022,ECU: IMF exact 2022,ECU: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
ECU,Ecuador,ECU,ECU,2026,0.87,18444507,18444506,0.9999999457833164,-0.000005421668358707166,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,264107360000,229773403200,12458,6518,15249,6518,15249,12458,kept_vanilla,229773390742,264107345681,ECU: UN WPP 2024 Medium exact 2026,ECU: IMF exact 2026,ECU: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
EGY,Egypt,EGY,EGY,2003,1.59,77853547,77853548,1.00000001284463,0.0000012844630026265236,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,282095321637,448531561403,5761,1739,9852,1739,9852,5761,kept_vanilla,448531567164,282095325261,EGY: UN WPP 2024 Medium exact 2003,EGY: IMF exact 2003,EGY: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
EGY,Egypt,EGY,EGY,2022,1,106749118,112618250,1.0549806135166382,5.498061351663819,yes — reviewed,"Single-country game territory and UN country/area boundary align. The difference is an updated historical estimate/projection vintage, not a geographic-scope mismatch; accept the UN WPP value for a consistent source vintage.",1374891760000,1374891760000,12880,4220,17534,4220,17534,12880,kept_vanilla,1450484152484,1450484152484,EGY: UN WPP 2024 Medium exact 2022,EGY: IMF exact 2022,EGY: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
EGY,Egypt,EGY,EGY,2026,0.87,120101175,120101175,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,2095726160000,1823281759200,15181,3112,18593,3112,18593,15181,kept_vanilla,1823281759200,2095726160000,EGY: UN WPP 2024 Medium exact 2026,EGY: IMF exact 2026,EGY: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
ELS,El Salvador,SLV,SLV,2003,1.59,5998599,5998599,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,18721052632,29766473685,4962,3510,8485,3510,8485,4962,kept_vanilla,29766473685,18721052632,SLV: UN WPP 2024 Medium exact 2003,SLV: IMF exact 2003,SLV: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
ELS,El Salvador,SLV,SLV,2022,1,6560298,6280319,0.9573222131067827,-4.267778689321733,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,60996320000,60996320000,9298,5075,11874,5075,11874,9298,kept_vanilla,58393132054,58393132054,SLV: UN WPP 2024 Medium exact 2022,SLV: IMF exact 2022,SLV: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
ELS,El Salvador,SLV,SLV,2026,0.87,6391254,6391253,0.9999998435361824,-0.000015646381756884153,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,77688160000,67588699200,10575,5423,12987,5423,12987,10575,kept_vanilla,67588688625,77688147845,SLV: UN WPP 2024 Medium exact 2026,SLV: IMF exact 2026,SLV: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
EQG,Equatorial Guinea,GNQ,GNQ,2003,1.59,847862,847862,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,7930409357,12609350878,14872,7000,25431,7000,25431,14872,kept_vanilla,12609350878,7930409357,GNQ: UN WPP 2024 Medium exact 2003,GNQ: IMF exact 2003,GNQ: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
EQG,Equatorial Guinea,GNQ,GNQ,2022,1,1511571,1803545,1.1931593024740486,19.315930247404857,yes — reviewed,"Single-country game territory and UN country/area boundary align. The difference is an updated historical estimate/projection vintage, not a geographic-scope mismatch; accept the UN WPP value for a consistent source vintage.",25099360000,25099360000,16605,7606,18137,7606,18137,16605,kept_vanilla,29947534870,29947534870,GNQ: UN WPP 2024 Medium exact 2022,GNQ: IMF exact 2022,GNQ: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
EQG,Equatorial Guinea,GNQ,GNQ,2026,0.87,1984468,1984468,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,29042640000,25267096800,12732,6016,14067,6016,14067,12732,kept_vanilla,25267096800,29042640000,GNQ: UN WPP 2024 Medium exact 2026,GNQ: IMF exact 2026,GNQ: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
ERI,Eritrea,ERI,ERI,2003,1.59,2493903,2493903,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,1987134503,3159543860,1267,429,2166,429,2166,1267,kept_vanilla,3159543860,1987134503,ERI: UN WPP 2024 Medium exact 2003,ERI: IMF exact 2003,ERI: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
ERI,Eritrea,ERI,ERI,2022,1,3681556,3409447,0.926088588629373,-7.391141137062696,yes — reviewed,"Single-country game territory and UN country/area boundary align. The difference is an updated historical estimate/projection vintage, not a geographic-scope mismatch; accept the UN WPP value for a consistent source vintage.",6771600000,6771600000,1839,604,2092,604,2092,1839,kept_vanilla,6271101487,6271101487,ERI: UN WPP 2024 Medium exact 2022,"ERI: peer-growth inference from IMF 2019; Sub-Saharan Africa ; Low income median -2.06%/yr (20 peers, capped at ±8%)","ERI: peer-growth inference from IMF 2019; Sub-Saharan Africa ; Low income median 0.39%/yr (20 peers, capped at ±8%)",inferred,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
ERI,Eritrea,ERI,ERI,2026,0.87,3682669,3682669,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,5636400000,4903668000,1332,656,2190,656,2190,1332,kept_vanilla,4903668000,5636400000,ERI: UN WPP 2024 Medium exact 2026,"ERI: peer-growth inference from IMF 2019; Sub-Saharan Africa ; Low income median 0.59%/yr (20 peers, capped at ±8%)","ERI: peer-growth inference from IMF 2019; Sub-Saharan Africa ; Low income median 1.14%/yr (20 peers, capped at ±8%)",inferred,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
EST,Estonia,EST,EST,2003,1.59,1370850,1370850,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,13732163743,21834140351,15927,11476,27236,11476,27236,15927,kept_vanilla,21834140351,13732163743,EST: UN WPP 2024 Medium exact 2003,EST: IMF exact 2003,EST: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
EST,Estonia,EST,EST,2022,1,1320755,1350091,1.0222115380975276,2.2211538097527628,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,52410160000,52410160000,39682,28336,46996,28336,46996,39682,kept_vanilla,53574270266,53574270266,EST: UN WPP 2024 Medium exact 2022,EST: IMF exact 2022,EST: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
EST,Estonia,EST,EST,2026,0.87,1331062,1331062,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,60046800000,52240716000,39247,33749,46217,33749,46217,39247,kept_vanilla,52240716000,60046800000,EST: UN WPP 2024 Medium exact 2026,EST: IMF exact 2026,EST: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
ESW,Eswatini,SWZ,SWZ,2003,1.59,1066700,1066700,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,2870760234,4564508772,4279,3180,7133,3180,7133,4279,kept_vanilla,4564508772,2870760234,SWZ: UN WPP 2024 Medium exact 2003,SWZ: IMF exact 2003,SWZ: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
ESW,Eswatini,SWZ,SWZ,2022,1,1188663,1218917,1.0254521256234945,2.5452125623494526,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,10546800000,10546800000,8873,3894,10634,3894,10634,8873,kept_vanilla,10815238479,10815238479,SWZ: UN WPP 2024 Medium exact 2022,SWZ: IMF exact 2022,SWZ: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
ESW,Eswatini,SWZ,SWZ,2026,0.87,1269859,1269859,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,14363360000,12496123200,9841,3968,11473,3968,11473,9841,kept_vanilla,12496123200,14363360000,SWZ: UN WPP 2024 Medium exact 2026,SWZ: IMF exact 2026,SWZ: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
ETH,Ethiopia,ETH,ETH,2003,1.59,73832663,73832663,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,24199415205,38477070176,521,185,891,185,891,521,kept_vanilla,38477070176,24199415205,ETH: UN WPP 2024 Medium exact 2003,ETH: IMF exact 2003,ETH: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
